,,,,,,,,,,,,,
,,,,,,,,,,,,,
Expenditure over £500,,,,,,,,,,,,,
<<For the period from 01 April 2017 to 30 June 2017>>,,,,,,,,,,,,,
,,,,,,,,,,,,,
Service Area,,Expenditure Catergory,,Expenditure Code,Description,,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name,
HRA,,Furniture & Equipment Purchase,,D3001,79 PRINCES STREET,,04/04/2017,1036253 - 0,677.6,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Conferences,,D3602,"TPAS, TENANT ENGAGEMENT EXPERTS",,04/04/2017,1036306 - 0,"3,638.00",Revenue,20009120,TPAS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Standard Electric Cooker, Cylinder Vacuum, Lounge Carpet",,04/04/2017,1036318 - 0,971.73,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Basic Electric Cooker, 3 Drawer Fridge Freezer, Casa 4 Person Table",,25/04/2017,1036321 - 0,"2,324.00",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Standard Gas Cooker, 4 Drawer Fridge Freezer, Davenport 6 Person Table + 6 Chairs",,04/04/2017,1036322 - 0,"2,152.47",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Conferences,,D3602,TPAS National Final 2017 - 14 silver plus tickets,,19/04/2017,1036324 - 0,"2,280.00",Revenue,20019155,CONNECT IN HOUSING LTD,
HRA,,Furniture & Equipment Purchase,,D3001,47 Furlong Close,,04/04/2017,1036350 - 0,"2,955.79",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Other Miscellaneous Expenses,,D3811,21 Farmer Place - 3rd instalment of Loan repayment,,03/05/2017,1036358 - 1,"10,000.00",Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL,
HRA,,Main Contractor,,Y021,Your ref MB-3681,,25/04/2017,1036365 - 0,"28,959.45",Capital,20019471,WARRIOR DOORS LTD,
HRA,,Internal/External common areas,,B1227,Document Importatioon to Vision,,04/04/2017,1036395 - 0,"1,500.00",Revenue,20014242,ASBESTOS CONSULTANCY & MANAGEMENT SERVICES LTD T/A ACMS UK,
HRA,,Main Contractor,,Y021,Temporary Staff,,25/04/2017,1036400 - 1,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Standard Electric Cooker, OXFORD PARIS (URBAN) BED FRAME",,11/04/2017,1036501 - 0,"2,427.79",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Standard Gas Cooker, 3 Drawer Fridge Freezer, Lounge Carpet",,11/04/2017,1036524 - 0,"1,326.39",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Basic Electric Cooker, 3 Drawer Fridge Free, Contrax Combi Robe OAK margr",,11/04/2017,1036530 - 0,"2,916.20",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Counsel & External Legal Fees,,D3417,EXTERNAL LEGAL SERVICES,,11/04/2017,1036551 - 0,"1,024.10",Revenue,20008923,TROWERS & HAMLINS,
HRA,,Furniture & Equipment Purchase,,D3001,"STANDARR ELETRIC COOKER, 4 DRAWER FRIDGE FREEZER",,11/04/2017,1036552 - 0,904.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Laundry Appliances,,B1222,"James Armstrong & Co Ltd, Ampere Road",,25/04/2017,1036560 - 0,"1,872.50",Revenue,20018987,JAMES ARMSTRONG & CO LTD,
HRA,,Laundry Appliances,,B1222,"James Armstrong & Co Ltd, Ampere Road",,25/04/2017,1036560 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD,
HRA,,Furniture Removals,,D3425,"28 STAUTON ROAD, HEADINGTON",,19/04/2017,1036605 - 0,"1,040.00",Revenue,20018795,BELLVIEW TRANSPORT,
HRA,,Counsel & External Legal Fees,,D3417,HNAP1/OXF263/174,,11/04/2017,1036616 - 0,"27,491.94",Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,",
HRA,,Furniture & Equipment Purchase,,D3001,"0005025928- 2 NIXON ROAD, OX4 4BU",,25/04/2017,1036618 - 0,"3,163.39",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Controlled Entry Maintenance,,B1243,THE SILVER SERVICE AGREEMENT GROUP SCHEMES CONTRACTS,,03/05/2017,1036655 - 0,"1,222.03",Revenue,20000293,TUNSTALL HEALTHCARE (UK) LIMITED,
HRA,,Repairs & Maintenance Works,,B1301,Delivery & Installation Charge for order reference 189. (CIS Applicable),,25/04/2017,1036659 - 0,750,Revenue,20019525,OASIS BINLOC LTD,
HRA,,Repairs & Maintenance Works,,B1301,EBB/1015 with additional front gate (CIS not Applicable),,25/04/2017,1036660 - 0,"5,550.00",Revenue,20019525,OASIS BINLOC LTD,
HRA,,Subscriptions,,D3703,FULL MEMBERSHIP RENEWAL,,11/04/2017,1036661 - 0,"1,687.00",Revenue,20009120,TPAS LTD,
HRA,,Main Contractor,,Y021,TO CARRY OUT DAMP WORKS AS PER REPORT LD/11035,,25/04/2017,1036684 - 0,"1,835.00",Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,TO CARRY OUT SEPTATAP WORKS AS PER REPORT LD/10917,,11/04/2017,1036686 - 0,880,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,Interim Worker - 00066068 02/04/2017,,16/05/2017,1036794 - 0,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Main Contractor,,Y021,Interim Worker - 00066430 09/04/2017,,31/05/2017,1036796 - 0,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Main Contractor,,Y021,Oxford Tower Blocks Interim Valuation & Certificate 16,,25/04/2017,1036821 - 0,"963,421.84",Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD,
HRA,,Main Contractor,,Y021,"G4, C7&C13, D11, D12, D5  REF: MB-3681",,25/04/2017,1036825 - 0,"14,118.47",Capital,20019471,WARRIOR DOORS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Lounge Carpet, Hall, Stairs & Landing Carpet, Bedroom One Carpet ETC.",,25/04/2017,1036871 - 0,"1,408.80",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,FURNISHING HOMES,,25/04/2017,1036873 - 0,"2,469.35",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,FURNISHED HOME - 47 GEORGE MOORE CLOSE,,25/04/2017,1036874 - 0,"2,542.52",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,HOME FURNITURE TO 51D FETTIPLACE ROAD,,25/04/2017,1036880 - 0,"1,769.99",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,"Basic Gas Cooker (Oxford Standard), Standard Electric Cooker (Oxford Premier)",,03/05/2017,1036882 - 0,779.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Your Order of: 0005030526  (FURNISHED HOME),,25/04/2017,1036903 - 0,"1,549.39",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Your Order of: 0005029916 (FURNISHED HOME),,25/04/2017,1036904 - 0,"1,429.46",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,FURNISHED HOME TO 70 CHILLINGWORTH CRESCENT,,25/04/2017,1036918 - 0,"2,117.79",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,FURNISED HOME TO 13 RIVERSIDE COURT,,03/05/2017,1036919 - 0,621.6,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Main Contractor,,Y021,PROJET MANAGER AND FULL DESIGN TEAM SERVICES,,16/05/2017,1036921 - 0,"4,010.00",Capital,20008132,ARCADIS LLP,
HRA,,Furniture & Equipment Purchase,,D3001,3 SEATER SOFA AND SLEEP EASY DIVAN - 29 LEIDEN ROAD,,25/04/2017,1036922 - 0,"2,555.52",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Subscriptions,,D3703,LAMAC FEE 2017/2018 - ANNUAL PROF. INDEMNITY INSURANCE,,25/04/2017,1036928 - 0,"4,111.14",Revenue,20006937,GEMINI CONSULTANTS LTD,
HRA,,Other Insurances,,D3801,LAMAC FEE 2017/2018 - ANNUAL PROF. INDEMNITY INSURANCE,,25/04/2017,1036928 - 1,802.67,Revenue,20006937,GEMINI CONSULTANTS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Refurbishment at 63 Field Avenue,,03/05/2017,1036948 - 0,"1,311.19",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Counsel & External Legal Fees,,D3417,S27A Application for the Tower Blocks Project - HNAP1/OXF263/174,,03/05/2017,1036954 - 0,"3,789.31",Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,",
HRA,,Counsel & External Legal Fees,,D3417,S27A Application for Tower Blocks Project - HNAP1/OXF263/174,,03/05/2017,1036955 - 0,"3,789.31",Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,",
HRA,,Main Contractor,,Y021,"D8, D8 SP1, D8 SP2, D8 SP3 - REF: MB-3681",,03/05/2017,1036964 - 1,"8,520.90",Capital,20019471,WARRIOR DOORS LTD,
HRA,,Main Contractor,,Y021,QS Services providing costings for scope of works at Bayswater & S. ROADS,,16/05/2017,1037007 - 0,"1,103.00",Capital,20019003,PICK EVERARD,
HRA,,Controlled Entry Maintenance,,B1243,"Maintenance for April 17 @ Rose Hill, Carfax, Blackbird Leys & Barton",,03/05/2017,1037020 - 0,"3,477.60",Revenue,20015630,BAYDALE CONTROL SYSTEMS,
HRA,,Main Contractor,,Y021,"00066783 16/04/2017, Interim Worker Normal Rate (Standard)",,23/05/2017,1037043 - 0,899.84,Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Main Contractor,,Y021,1 SUVEY WORK CARRIED OUT AS ORDER,,23/05/2017,1037067 - 0,619,Capital,20013257,CITY INSULATION CONTRACTORS LIMITED,
HRA,,Main Contractor,,Y021,WIRSLESS ENTRE SYSTEM ISTALLATION TO FRIARS WHARF & PREACHES LANE,,16/05/2017,1037090 - 0,"15,400.69",Capital,20019563,ADDED SECURITY TECHNOLOGY (LONDON) LTD,
HRA,,Main Contractor,,Y021,Temporary Staff,,23/05/2017,1037100 - 0,885.78,Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Your Order of: 0005030549,,09/05/2017,1037122 - 0,"1,860.79",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Replacement Furniture,,D3003,Your Order of: 0005030591,,09/05/2017,1037124 - 0,160,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Your Order of: 0005030591,,09/05/2017,1037124 - 1,840,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Your Order of: 0005030595,,09/05/2017,1037126 - 0,"1,579.99",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Main Contractor,,Y021,SURVEY WORK AS TENDER EB/OX17-182,,23/05/2017,1037131 - 0,827.5,Capital,20013257,CITY INSULATION CONTRACTORS LIMITED,
HRA,,Main Contractor,,Y021,SURVEY WORK AS TENDER EB/OX17-182,,23/05/2017,1037132 - 0,665,Capital,20013257,CITY INSULATION CONTRACTORS LIMITED,
HRA,,Furniture & Equipment Purchase,,D3001,Gas Cooker & Fridge at 29 Plowman Tower,,09/05/2017,1037170 - 0,574.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,Carpet at 17 Windale House,,09/05/2017,1037178 - 0,627.2,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture Removals,,D3425,"69 Williamson Way to 48 Bradlands, Old Marston",,23/05/2017,1037207 - 0,690,Revenue,20018795,BELLVIEW TRANSPORT,
HRA,,Main Contractor,,Y021,Temporary Staff,,31/05/2017,1037214 - 0,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Laundry Appliances,,B1222,APRIL 2017 MONTHLY RENTAL OF LAUNDRY EQUIPMENT,,31/05/2017,1037230 - 0,"1,872.50",Revenue,20018987,JAMES ARMSTRONG & CO LTD,
HRA,,Laundry Appliances,,B1222,APRIL 2017 MONTHLY RENTAL OF LAUNDRY EQUIPMENT,,31/05/2017,1037230 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD,
HRA,,Main Contractor,,Y021,Abortive charge 3.5.17  3 Wren Road,,31/05/2017,1037241 - 0,"2,500.00",Capital,20011638,URETEK UK LTD,
HRA,,Main Contractor,,Y021,Barton Regeneration Project,,16/05/2017,1037244 - 0,"1,698.00",Capital,20008132,ARCADIS LLP,
HRA,,Gas,,B1502,29b Pickett Avenue,,23/05/2017,1037253 - 1,687.58,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Electricity,,B1501,6 Windrush Tower,,23/05/2017,1037257 - 1,682.49,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Main Contractor,,Y021,42 Randolf Street,,16/05/2017,1037266 - 0,"1,880.00",Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,42 Randolf Street,,16/05/2017,1037278 - 0,860,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Furniture & Equipment Purchase,,D3001,115 Southfield Park,,16/05/2017,1037281 - 0,"1,766.59",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Replacement Furniture,,D3003,11 Spindleberry Close,,16/05/2017,1037283 - 0,515,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Laundry Appliances,,B1222,01/06/2017 to 31/08/2017,,23/05/2017,1037339 - 1,454.2,Revenue,20017261,JLA LIMITED,
HRA,,Controlled Entry Maintenance,,B1243,01/05/17 to 31/05/17,,06/06/2017,1037341 - 0,"1,222.03",Revenue,20000293,TUNSTALL HEALTHCARE (UK) LIMITED,
HRA,,Main Contractor,,Y021,17 Tawney Street,,16/05/2017,1037344 - 0,"4,820.00",Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,22 Stainer Place,,16/05/2017,1037345 - 0,"4,810.00",Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Controlled Entry Maintenance,,B1243,Chargeable works carried out March 2017,,16/05/2017,1037388 - 0,554.61,Revenue,20015630,BAYDALE CONTROL SYSTEMS,
HRA,,Main Contractor,,Y021,Temporary Staff,,06/06/2017,1037397 - 0,913.9,Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Main Contractor,,Y021,Oxford Tower Blocks Interim Valuation and Payment Certificate no. 17,,16/05/2017,1037409 - 0,"902,522.58",Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD,
HRA,,Furniture & Equipment Purchase,,D3001,4x Electrict Cooker at Stores,,31/05/2017,1037440 - 0,"1,019.98",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Main Contractor,,Y021,12 Westfield Close,,23/05/2017,1037460 - 0,860,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,28 Shelly Road,,23/05/2017,1037461 - 0,480,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,65 Forester Towe,,23/05/2017,1037463 - 0,490,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Consultants Fees,,D3411,Social Housing at Barton,,23/05/2017,1037511 - 0,"3,250.00",Revenue,20008541,KEMP & KEMP LLP,
HRA,,Rent,,B1701,Agreement no. 15041 24/06/17 to 28/09/17  Land Rear off Whitworth Place,,20/06/2017,1037521 - 1,"1,000.00",Revenue,20002099,CANAL & RIVER TRUST,
HRA,,Counsel & External Legal Fees,,D3417,LDC/72026 Tower Blocks,,23/05/2017,1037543 - 0,"6,879.00",Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,",
HRA,,Main Contractor,,Y021,Temporary Staff,,13/06/2017,1037550 - 0,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,1 Bertie Place,,23/05/2017,1037562 - 0,"3,394.19",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,174 Southfield Park,,23/05/2017,1037563 - 0,"1,546.59",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Main Contractor,,Y021,Stage Payment no. 43,,13/06/2017,1037570 - 0,"4,010.00",Capital,20008132,ARCADIS LLP,
HRA,,Main Contractor,,Y021,Barton Regeneration Project,,13/06/2017,1037571 - 1,"1,698.00",Capital,20008132,ARCADIS LLP,
HRA,,Controlled Entry Maintenance,,B1243,Monthly Maintenance May 2017,,31/05/2017,1037582 - 0,"3,477.60",Revenue,20015630,BAYDALE CONTROL SYSTEMS,
HRA,,Energy Conservation,,B1165,Oxford Analysis list,,31/05/2017,1037628 - 0,765,Revenue,20018537,AGILITY SURVEY LTD,
HRA,,Main Contractor,,Y021,Temporary Staff,,20/06/2017,1037731 - 0,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Stamp Duty & Other Legal Fees,,D3415,SECTION 38 AGREEMENT EAST MINCHERY FARM,,31/05/2017,1037751 - 0,"12,603.00",Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL,
HRA,,CPD (Continuous Professional Development),,A0634,HQM training 03/04 July 2017 ,,27/06/2017,1037782 - 0,"1,250.00",Revenue,20009227,BUILDING RESEARCH  ESTABLISHMENT LTD,
HRA,,Furniture & Equipment Purchase,,D3001,21 Lydia Close,,06/06/2017,1037842 - 0,"1,376.58",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,78 Princes Street,,06/06/2017,1037843 - 0,"1,948.19",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,48 Warburg Crescent,,13/06/2017,1037844 - 0,"1,376.20",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,63 Bayswater Road,,20/06/2017,1037845 - 0,"1,013.60",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Counsel & External Legal Fees,,D3417,Dispensation Application & S27a Application for Tower Block Project,,20/06/2017,1037853 - 0,"7,093.00",Revenue,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,",
HRA,,Main Contractor,,Y021,Temporary Staff,,27/06/2017,1037862 - 0,"1,040.44",Capital,20018833,JAMES ANDREWS RECRUITMENT SOLUTIONS LTD,
HRA,,Main Contractor,,Y021,Temporary Staff,,27/06/2017,1037870 - 0,"1,125.00",Capital,20018827,THE OYSTER PARTNERSHIP LTD,
HRA,,Furniture Removals,,D3425,7 Borrowmead Road,,06/06/2017,1037877 - 0,"1,050.00",Revenue,20018795,BELLVIEW TRANSPORT,
HRA,,Controlled Entry Maintenance,,B1243,Apr-17,,06/06/2017,1037880 - 0,858.92,Revenue,20015630,BAYDALE CONTROL SYSTEMS,
HRA,,Laundry Appliances,,B1222,Acct OXFO15,,27/06/2017,1037916 - 0,"1,872.50",Revenue,20018987,JAMES ARMSTRONG & CO LTD,
HRA,,Laundry Appliances,,B1222,Acct OXFO15,,27/06/2017,1037916 - 1,280,Revenue,20018987,JAMES ARMSTRONG & CO LTD,
HRA,,Main Contractor,,Y021,55 Southfield Road,,13/06/2017,1037959 - 0,965,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,89 Templar Road,,13/06/2017,1037960 - 0,860,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,67 Bayswater Road,,13/06/2017,1037961 - 0,960,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,328 Iffley Road,,13/06/2017,1037962 - 0,860,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Main Contractor,,Y021,328 Iffley Road,,13/06/2017,1037963 - 0,960,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Lift Maintenance / Servicing,,B1203,Tower Block maintenance April 2017,,13/06/2017,1037967 - 0,"1,200.00",Revenue,20004494,COTSWOLD LIFTS LTD,
HRA,,Lift Maintenance / Servicing,,B1203,Stairlift Maintenance April 2017,,13/06/2017,1037968 - 1,40,Revenue,20004494,COTSWOLD LIFTS LTD,
HRA,,Lift Maintenance / Servicing,,B1203,Stairlift Maintenance April 2017,,13/06/2017,1037968 - 2,340,Revenue,20004494,COTSWOLD LIFTS LTD,
HRA,,Lift Maintenance / Servicing,,B1203,Monthly invoicing April 2017,,13/06/2017,1037969 - 0,"3,592.30",Revenue,20004494,COTSWOLD LIFTS LTD,
HRA,,Furniture & Equipment Purchase,,D3001,81 Foresters Tower,,13/06/2017,1037993 - 0,"1,711.79",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,91 Normandy Crescent,,13/06/2017,1037995 - 0,"1,713.39",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Main Contractor,,Y021,63A Barns Road,,13/06/2017,1038005 - 0,910,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS,
HRA,,Fire Alarms and Emergency Lighting,,B1241,Servicing for April 2017,,13/06/2017,1038013 - 0,"9,046.25",Revenue,20002568,PYROTEC SERVICES LTD,
HRA,,Fire Alarms and Emergency Lighting,,B1241,Servicing for April 2017,,13/06/2017,1038013 - 1,330,Revenue,20002568,PYROTEC SERVICES LTD,
HRA,,Main Contractor,,Y021,Interim Valuation and Payment Certificate no. 18,,13/06/2017,1038040 - 0,"1,006,393.96",Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD,
HRA,,Consultants Fees,,D3411,Warren Crescent Interim Account,,20/06/2017,1038049 - 0,"1,400.00",Revenue,20013591,PETER BRETT ASSOCIATES LLP,
HRA,,Main Contractor,,Y021,Donnington Bridge Road,,27/06/2017,1038057 - 0,665,Capital,20013257,CITY INSULATION CONTRACTORS LIMITED,
HRA,,Rent,,B1701,Southfield Park Rent due in arrears 25/03/17 to 23/06/17,,20/06/2017,1038071 - 1,"2,227.00",Revenue,20002952,LINCOLN COLLEGE,
HRA,,Water Systems Testing & Sanitary Repairs,,B1208,LEGIONELLA CONTROL APRIL 2017,,20/06/2017,1038104 - 0,"7,189.00",Revenue,20013614,SMS ENVIRONMENTAL LIMITED,
HRA,,Controlled Entry Maintenance,,B1243,CHARGEABLE REPAIRS MAY 2017,,27/06/2017,1038116 - 0,667.4,Revenue,20015630,BAYDALE CONTROL SYSTEMS,
HRA,,Electricity,,B1501,35 PLOWMAN TOWER 14/10/2016-04/01/2017,,20/06/2017,1038136 - 1,286.99,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,35 PLOWMAN TOWER 05/01/2017-30/03/2017,,20/06/2017,1038136 - 2,407.86,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,35 PLOWMAN TOWER,,20/06/2017,1038136 - 3,-23.49,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Fire Alarms and Emergency Lighting,,B1241,aPRIL 2017 ADDITIONAL WORKS,,20/06/2017,1038139 - 0,834.25,Revenue,20002568,PYROTEC SERVICES LTD,
HRA,,Consultants Fees,,D3411,PROFESSIONAL SERVICES RE VARIOUS PROPERTIES,,20/06/2017,1038192 - 0,"2,500.00",Revenue,20012776,MARSHALLS,
HRA,,Controlled Entry Maintenance,,B1243,MONTHLY MAINTENANCE JUNE 2017,,27/06/2017,1038221 - 0,"3,477.60",Revenue,20015630,BAYDALE CONTROL SYSTEMS,
HRA,,Water & Sewerage Charges,,B1830,8 WILCOTE ROAD 21.11.2016-31.03.2018,,27/06/2017,1038229 - 1,590.4,Revenue,20002423,THAMES WATER UTILITIES LTD,
HRA,,Furniture & Equipment Purchase,,D3001,36 Kendall Crescent,,27/06/2017,1038288 - 0,"1,905.27",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,67 Nuffield Road,,27/06/2017,1038291 - 0,"1,745.39",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,2 Williamson Way,,27/06/2017,1038296 - 0,"1,416.39",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,69 Williamson Way,,27/06/2017,1038297 - 0,"1,916.59",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,35 Barns Road,,27/06/2017,1038299 - 0,"2,319.94",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Furniture & Equipment Purchase,,D3001,16 Girdlestone Road,,27/06/2017,1038301 - 0,"1,249.99",Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD,
HRA,,Main Contractor,,Y021,Contra credit note CN-0266,,04/04/2017,46290967 - 1,"9,500.00",Capital,20018608,MOIXA TECHNOLOGY LTD,
HRA,,Special Events,,D3807,COMPENSATION FOR DOWNSIZING FROM 33A FAIRLIE ROAD,,04/04/2017,46293198 - 1,960.77,Revenue,20000010,HOUSING PAYMENTS,
HRA,,Refunds,,J8328,9000126396 RENT REFUND,,04/04/2017,46293213 - 1,"1,208.59",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,9000211461 RENT REFUND,,04/04/2017,46293214 - 1,515.57,Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,9000413229 RENT REFUND,,04/04/2017,46293215 - 1,945.66,Revenue,20000011,RENT REFUNDS,
