Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Narrative,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Direct Services,Gas,B1502,Horspath Depot Stores Building (brown Bros) Acc: 1013754  Gas 01/12/15 - 31/12/15,16/02/2016,47012551_1,£708.93,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Hinksey Outdoor Pool & Splash Feature Acc: 1013919  Gas 01/12/15 - 31/12/15,16/02/2016,47012552_0,£541.62,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Oxford Ice Rink Acc: 1013620  Gas 01/12/15 - 31/12/15,16/02/2016,47012553_1,£1664.70,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Singletree Acc: 1013767  Gas 01/12/15 - 31/12/15,16/02/2016,47012554_0,£1053.74,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,St Aldate's Chambers Acc: 1013621  Gas 01/12/15 - 31/12/15,16/02/2016,47012555_1,£974.87,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Windale House Acc: 1013769  Gas 01/12/15 - 31/12/15,16/02/2016,47012556_0,£927.54,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Leys Pools & Leisure Centre Acc: 1013750 A  Gas 01/12/15 - 31/12/15,16/02/2016,47012557_1,£1262.86,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Ferry Leisure Centre Acc: 1013760 B  Gas 01/12/15 - 31/12/15,16/02/2016,47012558_0,£3888.28,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,Town Hall Acc: 1013623  Gas 01/12/15 - 31/12/15,16/02/2016,47012559_1,£3377.02,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Alice Smith House - Ta [hra] Acc: 1013746  Gas 01/12/15 - 31/12/15,16/02/2016,47012560_0,£933.88,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Headley House Acc: 1013762  Gas 01/12/15 - 31/12/15,16/02/2016,47012561_1,£721.56,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Northbrook House Acc: 1013764  Gas 01/12/15 - 31/12/15,16/02/2016,47012562_0,£958.04,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Oxford Ice Rink Acc: 1013620  Electricity 01/12/15 - 31/12/15,16/02/2016,47012565_1,£10248.96,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Leys Pools & Leisure Centre Acc: 1013619  Electricity 01/12/15 - 31/12/15,16/02/2016,47012566_0,£8177.99,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Gloucester Green Underground Car Park Acc: 1034719  Electricity 02/12/15 - 01/01/16,16/02/2016,47012582_1,£1862.66,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,Covered Market Acc: 1014422  Electricity 02/12/15 - 01/01/16,16/02/2016,47012583_0,£1788.99,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Atkyns Court Acc: 1013744  Gas 01/12/15 - 31/12/15,16/02/2016,47012589_0,£1177.73,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Gas,B1502,Cowley Marsh Depot Acc: 1013755  Gas 01/12/15 - 31/12/15,16/02/2016,47012591_0,£1763.86,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Birch Court Acc: 1013749  Gas 01/12/15 - 31/12/15,16/02/2016,47012592_1,£825.02,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Cumberlege House Acc: 1013756  Gas 01/12/15 - 31/12/15,16/02/2016,47012593_0,£647.92,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,Barton Neighbourhood Centre Acc: 1013747  Gas 01/12/15 - 31/12/15,16/02/2016,47012595_0,£564.97,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Gas,B1502,Horspath Depot Main Building Acc: 1013763  Gas 01/12/15 - 31/12/15,16/02/2016,47012596_0,£690.57,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Eastern House - Ta [hra] Acc: 1013758  Gas 01/12/15 - 31/12/15,16/02/2016,47012597_0,£822.29,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Horspath Athletics Pavilion Acc: 1037902  Electricity 01/12/15 - 31/12/15,16/02/2016,47012598_1,£1027.23,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Cowley Marsh Depot Acc: 1013755  Electricity 01/12/15 - 31/12/15,16/02/2016,47012599_0,£3206.06,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Ferry Leisure Centre Acc: 1013760  Electricity 01/12/15 - 31/12/15,16/02/2016,47012600_1,£5398.57,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,Town Hall Acc: 1013623  Electricity 01/12/15 - 31/12/15,16/02/2016,47012601_0,£4436.99,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,St Aldate's Chambers Acc: 1013621  Electricity 01/12/15 - 31/12/15,16/02/2016,47012602_1,£3433.71,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Horspath Athletics Pavilion Acc: 1037902  Electricity 01/10/15 - 31/10/15,08/03/2016,47013246_0,£830.70,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Blackbird Leys Swimming Pool Acc: 3004314918  Gas 30/11/14 - 31/12/14,08/03/2016,47013252_1,£1736.91,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Electricity,B1501,Cardinal House Acc: 1013753  Electricity 02/01/16 - 01/02/16,08/03/2016,47013408_0,£758.01,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Horspath Depot Main Building Acc: 1013763  Electricity 02/01/16 - 01/02/16,08/03/2016,47013409_1,£1527.42,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Barton Leisure Centre Acc: 1027823  Electricity 02/01/16 - 01/02/16,08/03/2016,47013411_1,£3755.05,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Gloucester Green Underground Car Park Acc: 1034719  Electricity 02/01/16 - 01/02/16,08/03/2016,47013412_0,£1928.35,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,Covered Market Acc: 1014422  Electricity 02/01/16 - 01/02/16,08/03/2016,47013413_1,£1767.18,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Oxford Ice Rink Acc: 1013620  Electricity 01/01/16 - 31/01/16,08/03/2016,47013414_0,£9951.14,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Leys Pools & Leisure Centre Acc: 1013619  Electricity 01/01/16 - 31/01/16,08/03/2016,47013415_1,£9622.50,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Horspath Athletics Pavilion Acc: 1037902  Electricity 01/01/16 - 31/01/16,08/03/2016,47013416_0,£1396.64,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Electricity,B1501,Cowley Marsh Depot Acc: 1013755  Electricity 01/01/16 - 31/01/16,08/03/2016,47013417_1,£3316.85,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Electricity,B1501,Ferry Leisure Centre Acc: 1013760  Electricity 01/01/16 - 31/01/16,08/03/2016,47013418_0,£5735.23,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,Town Hall Acc: 1013623  Electricity 01/01/16 - 31/01/16,08/03/2016,47013419_1,£4537.72,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Ferry Leisure Centre Acc: 1013760 A  Gas 01/01/16 - 31/01/16,08/03/2016,47013421_1,£777.61,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Barton Leisure Centre Acc: 1019913  Gas 01/01/16 - 31/01/16,08/03/2016,47013425_0,£2872.97,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Atkyns Court Acc: 1013744  Gas 01/01/16 - 31/01/16,08/03/2016,47013426_1,£1348.14,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,Enterprise Centre Acc: 1013759  Gas 01/01/16 - 31/01/16,08/03/2016,47013427_0,£630.29,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Gas,B1502,Cowley Marsh Depot Acc: 1013755  Gas 01/01/16 - 31/01/16,08/03/2016,47013428_1,£3090.93,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Birch Court Acc: 1013749  Gas 01/01/16 - 31/01/16,08/03/2016,47013429_0,£1070.08,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Cumberlege House Acc: 1013756  Gas 01/01/16 - 31/01/16,08/03/2016,47013430_1,£838.43,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,St Aldate's Chambers Acc: 1013621  Gas 01/01/16 - 31/01/16,08/03/2016,47013431_0,£1338.34,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Alice Smith House - Ta [hra] Acc: 1013746  Gas 01/01/16 - 31/01/16,08/03/2016,47013432_1,£1212.86,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,Barton Neighbourhood Centre Acc: 1013747  Gas 01/01/16 - 31/01/16,08/03/2016,47013434_1,£733.68,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Gas,B1502,Horspath Depot Main Building Acc: 1013763  Gas 01/01/16 - 31/01/16,08/03/2016,47013435_0,£863.41,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Eastern House - Ta [hra] Acc: 1013758  Gas 01/01/16 - 31/01/16,08/03/2016,47013436_1,£1423.82,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Headley House Acc: 1013762  Gas 01/01/16 - 31/01/16,08/03/2016,47013437_0,£909.90,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,Barton Neighbourhood Centre Acc: 1013747  Electricity 02/01/16 - 01/02/16,08/03/2016,47013440_1,£1046.78,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Electricity,B1501,St Aldate's Chambers Acc: 1013621  Electricity 01/01/16 - 31/01/16,08/03/2016,47013442_1,£3481.16,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Leys Pools & Leisure Centre Acc: 1013750 B  Gas 01/01/16 - 31/01/16,08/03/2016,47013446_1,£4342.75,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Cardinal House Acc: 1013753  Gas 01/01/16 - 31/01/16,08/03/2016,47013447_0,£1874.93,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Gas,B1502,Horspath Depot Stores Building (brown Bros) Acc: 1013754  Gas 01/01/16 - 31/01/16,08/03/2016,47013448_1,£873.84,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Hinksey Outdoor Pool & Splash Feature Acc: 1013919  Gas 01/01/16 - 31/01/16,08/03/2016,47013449_0,£579.10,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Oxford Ice Rink Acc: 1013620  Gas 01/01/16 - 31/01/16,08/03/2016,47013450_1,£2152.19,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Singletree Acc: 1013767  Gas 01/01/16 - 31/01/16,08/03/2016,47013451_0,£1310.05,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Windale House Acc: 1013769  Gas 01/01/16 - 31/01/16,08/03/2016,47013452_1,£1076.65,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Leys Pools & Leisure Centre Acc: 1013750 A  Gas 01/01/16 - 31/01/16,08/03/2016,47013453_0,£1405.05,Revenue,20011042,Kent County Council
Oxford City Council,Community Services,Gas,B1502,Ferry Leisure Centre Acc: 1013760 B  Gas 01/01/16 - 31/01/16,08/03/2016,47013454_1,£4647.01,Revenue,20011042,Kent County Council
Oxford City Council,Housing and Property,Gas,B1502,Town Hall Acc: 1013623  Gas 01/01/16 - 31/01/16,08/03/2016,47013455_0,£4233.23,Revenue,20011042,Kent County Council
Oxford City Council,HRA,Gas,B1502,Northbrook House Acc: 1013764  Gas 01/01/16 - 31/01/16,08/03/2016,47013456_1,£1077.52,Revenue,20011042,Kent County Council
Oxford City Council,Direct Services,Sign Shop Materials,D3018, ,22/03/2016,60052961_0,£633.60,Revenue,20011096,Tbs Polycarbonates (incorporating Armadillo Supplies)
Oxford City Council,Direct Services,Materials,D3021,So00003427               | 218290,23/02/2016,47983943_1,£674.31,Revenue,20011124,Vpg Systems Uk Ltd
Oxford City Council,Community Services,Grants,D3701,Final Payment Of Grant To Oil,29/03/2016,46289242_1,£750.00,Revenue,20011181,Oxford International Links
Oxford City Council,Community Services,Advertising & Publicity,D3802,Cotton Shopping Bags,16/02/2016,1025386_1,£539.00,Revenue,20011182,One Stop Promotions Ltd
Oxford City Council,Community Services,Security Services,D3418,Maymorning 2016 - Instalment 1 50%,22/03/2016,1026778_0,£3712.55,Revenue,20011183,Select Security & Stewarding Limited
Oxford City Council,Direct Services,Materials,D3021, ,12/01/2016,60048812_0,£921.50,Revenue,20011185,Graffiti Removal Ltd
Oxford City Council,Direct Services,Materials,D3021, ,08/03/2016,60051876_1,£897.00,Revenue,20011185,Graffiti Removal Ltd
Oxford City Council,Direct Services,Protective Clothing,D3201, ,22/03/2016,60052979_0,£747.50,Revenue,20011185,Graffiti Removal Ltd
Oxford City Council,Law and Governance,Counsel & External Legal Fees,D3417,Pfc  Homelessness Appeal,29/01/2016,1025280_1,£2159.17,Revenue,20011206,Turpin & Miller Solicitors
Oxford City Council,Law and Governance,Counsel & External Legal Fees,D3417,Pfc  Housing  S204 Appeal,29/01/2016,1025347_1,£2628.05,Revenue,20011206,Turpin & Miller Solicitors
Oxford City Council,Law and Governance,Counsel & External Legal Fees,D3417,Professional Charges,09/02/2016,1025534_1,£1723.33,Revenue,20011206,Turpin & Miller Solicitors
Oxford City Council,Law and Governance,Counsel & External Legal Fees,D3417,Professional Charges,09/02/2016,1025535_1,£3902.41,Revenue,20011206,Turpin & Miller Solicitors
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,Redactd,29/01/2016,1025369_1,£1734.18,Revenue,20011218,Focusplain Limited
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,Redactd,16/02/2016,1025508_1,£19760.00,Revenue,20011218,Focusplain Limited
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,Redactd,16/02/2016,1025509_1,£17290.00,Revenue,20011218,Focusplain Limited
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,Redactd,16/02/2016,1025510_1,£17680.00,Revenue,20011218,Focusplain Limited
Oxford City Council,Direct Services,Tools,D3023, ,16/02/2016,60050713_1,£923.00,Revenue,20011240,Electrical Hire & Sales Ltd
Oxford City Council,Direct Services,Materials,D3021, ,23/02/2016,60051380_1,£1526.14,Revenue,20012799,Lafarge Tarmac Trading Limited
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_0,£8321.70,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_1,£25.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_10,£150.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_11,£180.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Did Not Attend,23/02/2016,46288747_6,£20.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_2,£50.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_3,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_4,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_5,£175.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_6,£562.50,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_7,£280.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_8,£125.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161122,16/02/2016,47983824_9,£200.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_0,£8321.70,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_1,£25.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_10,£200.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_11,£150.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_12,£180.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_2,£50.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_3,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_4,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_5,£175.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_6,£562.50,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_7,£280.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161123,16/02/2016,47983825_8,£125.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_0,£8321.70,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_1,£25.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_10,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_11,£200.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_12,£150.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_13,£180.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_2,£50.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatment,23/02/2016,46288747_7,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_3,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_4,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_5,£175.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_6,£562.50,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_8,£280.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161124,16/02/2016,47983826_9,£2030.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_0,£8321.70,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_1,£25.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_10,£200.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_11,£150.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_12,£180.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_2,£50.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_3,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_4,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_5,£175.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_6,£562.50,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_7,£280.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_8,£2030.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Direct Services,Main Contractor,Y021,Po00000177               | 161125,16/02/2016,47983827_9,£75.00,Capital,20011357,Bristol Street Motors Gloucester
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,Redacted Personal Data,29/03/2016,46289030_1,£546.00,Revenue,20011374,Redacted Personal Data
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,19/01/2016,60049338_1,£970.00,Revenue,20011395,Cherwell Doors
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,15/03/2016,60052663_1,£925.00,Revenue,20011395,Cherwell Doors
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101, ,22/03/2016,60052817_0,£23465.00,Revenue,20011395,Cherwell Doors
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,1024870_1,£685.24,Revenue,20011406,Hays Specialist Recruitment Ltd
Oxford City Council,Direct Services,General Contracted Services,D3401,Management Systems,09/02/2016,1025636_1,£746.24,Revenue,20011419,Exova  (uk) Ltd
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003   ,Po397                    | 5524714,19/01/2016,47983392_2,£1192.80,Revenue,20011436,Pace Fuel Care
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003   ,Po407                    | 5550514,19/01/2016,47983393_0,£2526.42,Revenue,20011436,Pace Fuel Care
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,Po540                    | 5989809,22/03/2016,47984377_1,£1401.23,Revenue,20011436,Pace Fuel Care
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,Po540                    | 5989853,22/03/2016,47984378_0,£4927.04,Revenue,20011436,Pace Fuel Care
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,44 Barns Road Oxford Topupnon (ham Payment Ref 28421),22/03/2016,46289159_1,£921.18,Revenue,20011479,Lee  &  Lindars  (oxford)  Ltd.
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Subsequent Treatments,26/01/2016,46288438_1,£84.00,Revenue,20011499,Tops
Oxford City Council,Financial Services,Consultants Fees,D3411,2 Subsequent Treatments,26/01/2016,46288438_10,£84.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,4 Subsequent Treatments,26/01/2016,46288438_11,£168.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatments,26/01/2016,46288438_12,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,Ntw Initial Session,26/01/2016,46288438_13,£80.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment,26/01/2016,46288438_14,£57.00,Revenue,20011499,Tops
Oxford City Council,Financial Services,Consultants Fees,D3411,1 Assessment,26/01/2016,46288438_15,£57.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatments,26/01/2016,46288438_2,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Assessments & 2 Subsequent Treatments,26/01/2016,46288438_3,£198.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatments,26/01/2016,46288438_4,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,3 Subsequent Treatments,26/01/2016,46288438_5,£126.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatments,26/01/2016,46288438_6,£42.00,Revenue,20011499,Tops
Oxford City Council,Housing and Property,Consultants Fees,D3411,2 Subsequent Treatments,26/01/2016,46288438_7,£84.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatments,26/01/2016,46288438_8,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Subsequent Treatments,26/01/2016,46288438_9,£84.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Assessments 2 Subsequent Treatment 1 Did Not Attend,23/02/2016,46288747_1,£218.00,Revenue,20011499,Tops
Oxford City Council,Financial Services,Consultants Fees,D3411,1 Did Not Attend,23/02/2016,46288747_10,£20.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1subsequent Treatment,23/02/2016,46288747_11,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1subsequent Treatment,23/02/2016,46288747_12,£42.00,Revenue,20011499,Tops
