Month,Year,Area,Topic,Transaction,Telephone or Face to Face,Online,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move into a property,83,150,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Overpayments,76,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Bail Out,73,,,,,,,,,,,,,,,,,,,,,,
February,2017,Law and Governance,Electoral Services,Elections Query,66,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,New Application for HB / CTB,62,193,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Gas,Gas Service Booked - Standard Wrap Up,61,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Street Services,General of Any Other Street Services,57,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,"Street Clean/ LeafSweep/ Verge, Shrub Cut",54,42,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Cancel Worksheet,51,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Single Person Discount,48,63,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Garden Waste - Callback Request,45,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change To Employment Details Given,41,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Renewal Bins,46,38,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,New Applications,39,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Garden Waste Scheme - Query Resolved,38,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Business Rates,Payments / Copy Bill,36,6,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,New Employment Details Given,36,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Unsubscribe,36,1,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Duty Officer,35,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change of Address,34,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Swap Container,32,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change in Household,31,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Method Change,31,148,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Student discount / exemption application,30,87,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Electricity Advice,29,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Damaged Container,29,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Appointment Query,28,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,End Claim,28,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(work not finished-Prov Info),26,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Benefit Referred to Website,24,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Lost / Found / Stray / Stolen Dog,23,15,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Empty Property Query,22,14,,,,,,,,,,,,,,,,,,,,,
February,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Other Services,Callback Request,21,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Copy Bill,20,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Keys_and_Locks(ProvInfo),20,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Other Exemptions Query,19,2,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Abandoned Item,21,72,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Business Rates,Reliefs,18,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Building Control,18,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Sharps,19,15,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Customer Updating Payment Method to DD,17,12,,,,,,,,,,,,,,,,,,,,,
February,2017,Customer Services,HB/CTB New Claims,Eclaim form completed,15,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Animal Fouling,23,35,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Assisted Collections,15,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Handing in Documents,14,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),New Subscriber,28,56,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Gas Advice,14,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Universal Credit,12,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Report of Death,12,4,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Repairs - Tenant Responsible,12,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Clinical Waste Collection,12,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Error Correction,11,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Other changes,17,1,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Assisted Collection (854),Assisted Collection Request,11,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),11,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Gas,Gas Leak Reported,11,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Water Advice,10,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),10,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Do I Require Planning Permission?,10,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Trees,9,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Existing Rep Enq (Not done_case),8,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning & Building Control,Planning,Callback request - consultation query,8,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Drainage,8,11,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Handing in Documents,7,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Business Rates,Move Out Of A Property,7,7,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Business Rates,Move Into A Property,7,3,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Update Name / Forwarding Address,7,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Existing Rep Enq (Not appointed_case),7,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Other Dog Query,7,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Boundary Disputes / High Hedges,7,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,6,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Landlord Schedule,6,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,OCH Garden Scheme Enquiry,Garden Scheme Enquiry,6,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning & Building Control,Planning,Callback request - specific officer,6,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Trade Waste,6,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,5,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Severely Mentally Impaired,5,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Do I Qualify As A Student,5,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Street Services,Leaf Sweep (Roads_Street Cleaning Prog (582)),5,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Refuse Household Garden Waste (530),Paper Based Compostable Sacks,5,8,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),5,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Rechargeable repair - emergency,5,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Enforcement,5,13,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Listed Buildings; Conservation Area; TPO's; A4D,5,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Connect Query,4,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Fraud Referral,4,4,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Street Services,Road Sweep (RoadsStreetCleaningProg(582)),4,,,,,,,,,,,,,,,,,,,,,,
February,2017,Law and Governance,Electoral Services,Elections Referred to Website,4,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Repairs Exemption (Posted Form),4,0,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Caretaking (1142),Communal repair - passed to Caretaker,4,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Waste and Recycling Referred to Website,4,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change in Income,3,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Council Tax Referred to Website,3,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Error Correction (discounts / exemptions),3,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Self Employment Details Given,3,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Street Services,Refuse - Litter Removal (580),3,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Tenancy Services / Rents Referred to Website,3,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Recharge form issued - NFA until returned,3,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Bus Shelters,3,0,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Car Parks,3,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Exemption / Discount Cancellation,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Business Rates,Connect Issue,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Benefit on Two Homes,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disregard Discount Query,2,0,,,,,,,,,,,,,,,,,,,,,
February,2017,Car Parks,Park and Ride,Park and Ride Permit Reset,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Street Services,CuttingOfVergesAndShrubs(RoadsStreetCleanProg(582),2,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Repairs Exemption (Prov Info),2,,,,,,,,,,,,,,,,,,,,,,
February,2017,Oxford City Homes,Repairs to Homes,Not OCC Property,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Other Services,Pest / Dogs / FPN / ASB Referred to Website,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Street Services Referred to Website,2,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Dead Animals,2,11,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Public Toilets,2,1,,,,,,,,,,,,,,,,,,,,,
February,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Claim for Second Adult Rebate,1,,,,,,,,,,,,,,,,,,,,,,
February,2017,City Works,Street Services,Animal_Dead_Removal (576),1,,,,,,,,,,,,,,,,,,,,,,
February,2017,Environmental development,Fixed Penalty Notices,Fixed Penalty Notices,1,0,,,,,,,,,,,,,,,,,,,,,
February,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Fixed Penalty Notices,Fixed Penalty Notices,1,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning & Building Control,Planning,Callback request - listed building query,1,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning & Building Control,Planning,Callback request - pre-app advice,1,,,,,,,,,,,,,,,,,,,,,,
February,2017,Planning and Building Control,Planning,Planning Referred to Website,1,,,,,,,,,,,,,,,,,,,,,,
February,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Enforcement,1,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case,1455,68,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payments and Balance Query,1271,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Rent Query,1226,3,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Bulky Waste Collections,1137,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Repairs Emergency Work Order - Servitor Case,931,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Request for Information,665,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Assessment Query,646,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Any Other Query,627,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Made,534,2103,,,,,,,,,,,,,,,,,,,,,
March,2017,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Tenancy Query,500,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Gas,Gas Service Booked - Standard Wrap Up,450,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Any Other Change,440,41,,,,,,,,,,,,,,,,,,,,,
March,2017,3Cs Reports,3Cs Reports,3Cs Reports,409,225,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Repairs - appointment confirmed,388,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Containers,339,498,,,,,,,,,,,,,,,,,,,,,
March,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Pest Control Treatment,Pest Control Treatment,296,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Automated Phone,292,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Missed Collection,289,124,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Refund Request,258,,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Renewal Bins - DD - Payment by BACS,251,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move out of a property,247,237,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not done-Prov info),225,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Payment Query,221,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Recovery Action,221,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Business Rates,General Query,188,0,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Other Services,183,69,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Chasing Progress,174,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Highways,162,40,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Method Change,157,480,,,,,,,,,,,,,,,,,,,,,
March,2017,Law and Governance,Electoral Services,Elections Query,148,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Quick,133,,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Unsubscribe,131,0,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Other Enquiry,131,,,,,,,,,,,,,,,,,,,,,,
March,2017,Planning and Building Control,Planning,Existing Applications,127,,,,,,,,,,,,,,,,,,,,,,
March,2017,Anti-Social Behaviour,Anti-Social Behaviour,Report of Anti-Social Behaviour,126,64,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(AppointmentChanged),119,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move into a property,96,173,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Overpayments,90,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Business Rates,Payments / Copy Bill,84,8,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Single Person Discount,78,101,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,New Application for HB / CTB,71,,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Garden Waste - Callback Request,66,,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),New Subscriber,127,122,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Renewal Bins,65,57,,,,,,,,,,,,,,,,,,,,,
March,2017,Planning and Building Control,Planning,Duty Officer,58,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,End Claim,55,,,,,,,,,,,,,,,,,,,,,,
March,2017,Planning and Building Control,Planning,New Applications,55,320,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Cancel Worksheet,55,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,"Street Clean/ LeafSweep/ Verge, Shrub Cut",55,38,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Swap Container,51,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Business Rates,Reliefs,48,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change of Address,47,,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Garden Waste Scheme - Query Resolved,46,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Bail Out,44,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change in Household,43,,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Street Services,General of Any Other Street Services,42,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Electricity Advice,42,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Damaged Container,40,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(work not finished-Prov Info),39,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,New Employment Details Given,36,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Empty Property Query,35,17,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change To Employment Details Given,33,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Keys_and_Locks(ProvInfo),32,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Connect Query,31,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Student discount / exemption application,29,54,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Update Name / Forwarding Address,29,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Copy Bill,28,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Benefit Referred to Website,28,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Business Rates,Move Out Of A Property,27,8,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Customer Updating Payment Method to DD,27,15,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Error Correction,26,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Other Exemptions Query,26,9,,,,,,,,,,,,,,,,,,,,,
March,2017,Planning and Building Control,Planning,Building Control,25,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Lost / Found / Stray / Stolen Dog,23,16,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Clinical Waste Collection,22,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Sharps,31,13,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Gas Advice,20,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Other Services,Callback Request,20,,,,,,,,,,,,,,,,,,,,,,
March,2017,Customer Services,HB/CTB New Claims,Eclaim form completed,19,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Report of Death,18,5,,,,,,,,,,,,,,,,,,,,,
March,2017,City Works,Refuse Household Garden Waste (530),Other changes,30,10,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Appointment Query,17,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Other Dog Query,17,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Abandoned Item,18,76,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Handing in Documents,16,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Water Advice,16,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,Repairs - Tenant Responsible,16,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,15,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disregard Discount Query,15,1,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Business Rates,Move Into A Property,15,1,,,,,,,,,,,,,,,,,,,,,
March,2017,Planning and Building Control,Planning,Trees,15,,,,,,,,,,,,,,,,,,,,,,
March,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),13,,,,,,,,,,,,,,,,,,,,,,
March,2017,"Benefits, Council Tax, Business Rates",Business Rates,Connect Issue,12,,,,,,,,,,,,,,,,,,,,,,
